transition_time,from_stage,to_stage,onset_pac,onset_hjorth_mobility,delta_hjorth_mobility,onset_hjorth_complexity,delta_hjorth_complexity,onset_dfa,onset_perm_entropy,delta_perm_entropy,onset_spectral_entropy,delta_spectral_entropy,onset_svd_entropy,delta_svd_entropy,onset_sample_entropy,delta_sample_entropy,onset_petrosian_fd,delta_petrosian_fd,onset_katz_fd,delta_katz_fd,onset_lziv,delta_lziv,onset_hstar_hjorth_only,delta_hstar_hjorth_only,hstar_first_hjorth_only,onset_hstar_dfa_only,onset_hstar_hjorth_dfa,delta_hstar_hjorth_dfa,hstar_first_hjorth_dfa,onset_hstar_hjorth_dfa_petrosian,delta_hstar_hjorth_dfa_petrosian,hstar_first_hjorth_dfa_petrosian,onset_hstar_hjorth_dfa_perm,delta_hstar_hjorth_dfa_perm,hstar_first_hjorth_dfa_perm,onset_hstar_top4_hctsa,delta_hstar_top4_hctsa,hstar_first_top4_hctsa,onset_hstar_all_precede,delta_hstar_all_precede,hstar_first_all_precede,subject_id,delta_dfa,delta_hstar_dfa_only,hstar_first_dfa_only
8880.0,Sleep stage 2,Sleep stage W,-15.0,-25.0,-10.0,65.0,80.0,65.0,-25.0,-10.0,-15.0,0.0,-25.0,-10.0,-25.0,-10.0,-25.0,-10.0,-15.0,0.0,-15.0,0.0,65.0,80.0,False,65.0,65.0,80.0,False,65.0,80.0,False,65.0,80.0,False,65.0,80.0,False,65.0,80.0,False,SC4242E0,80.0,80.0,False
28980.0,Sleep stage 2,Sleep stage W,15.0,-15.0,-30.0,,,15.0,-15.0,-30.0,-15.0,-30.0,-15.0,-30.0,-5.0,-20.0,-15.0,-30.0,5.0,-10.0,-15.0,-30.0,,,,15.0,,,,,,,,,,,,,,,,SC4242E0,0.0,0.0,False
29430.0,Sleep stage 2,Sleep stage W,-25.0,-5.0,20.0,,,,5.0,30.0,-5.0,20.0,-5.0,20.0,15.0,40.0,5.0,30.0,5.0,30.0,-5.0,20.0,,,,,,,,,,,,,,,,,,,,SC4242E0,,,
30600.0,Sleep stage 2,Sleep stage W,-15.0,-15.0,0.0,,,,-25.0,-10.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-25.0,-10.0,-15.0,0.0,-15.0,0.0,,,,,,,,,,,,,,,,,,,,SC4242E0,,,
35340.0,Sleep stage 2,Sleep stage W,-5.0,-25.0,-20.0,,,25.0,-5.0,0.0,-25.0,-20.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,-25.0,-20.0,-15.0,-10.0,,,,25.0,,,,,,,,,,,,,25.0,30.0,False,SC4242E0,30.0,30.0,False
36930.0,Sleep stage 1,Sleep stage W,5.0,-5.0,-10.0,,,,-15.0,-20.0,5.0,0.0,-5.0,-10.0,5.0,0.0,-15.0,-20.0,5.0,0.0,-5.0,-10.0,,,,,,,,,,,,,,,,,,,,SC4242E0,,,
36990.0,Sleep stage 1,Sleep stage W,15.0,-5.0,-20.0,,,,,,-15.0,-30.0,-5.0,-20.0,-25.0,-40.0,,,25.0,10.0,-5.0,-20.0,,,,,,,,,,,,,,,,,,,,SC4242E0,,,
43020.0,Sleep stage 2,Sleep stage W,5.0,-5.0,-10.0,,,,5.0,0.0,-5.0,-10.0,-15.0,-20.0,-15.0,-20.0,5.0,0.0,-5.0,-10.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,SC4242E0,,,
43440.0,Sleep stage 1,Sleep stage W,-15.0,-5.0,10.0,,,,-5.0,10.0,-5.0,10.0,-5.0,10.0,5.0,20.0,-5.0,10.0,-5.0,10.0,-5.0,10.0,,,,,,,,,,,,,,,,,,,,SC4242E0,,,
43500.0,Sleep stage 1,Sleep stage W,5.0,,,,,95.0,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,SC4242E0,90.0,90.0,False
50100.0,Sleep stage 1,Sleep stage W,25.0,-5.0,-30.0,25.0,0.0,-5.0,-5.0,-30.0,-5.0,-30.0,-5.0,-30.0,25.0,0.0,-5.0,-30.0,25.0,0.0,5.0,-20.0,25.0,0.0,False,-5.0,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,SC4242E0,-30.0,-30.0,True
50310.0,Sleep stage 1,Sleep stage W,45.0,15.0,-30.0,-25.0,-70.0,-25.0,15.0,-30.0,15.0,-30.0,15.0,-30.0,,,15.0,-30.0,,,,,-25.0,-70.0,True,-25.0,-25.0,-70.0,True,-25.0,-70.0,True,-25.0,-70.0,True,-25.0,-70.0,True,5.0,-40.0,True,SC4242E0,-70.0,-70.0,True
52590.0,Sleep stage 1,Sleep stage W,-5.0,15.0,20.0,,,85.0,85.0,90.0,-25.0,-20.0,15.0,20.0,5.0,10.0,85.0,90.0,-25.0,-20.0,5.0,10.0,,,,85.0,,,,,,,,,,,,,85.0,90.0,False,SC4242E0,90.0,90.0,False
52680.0,Sleep stage 1,Sleep stage W,15.0,-5.0,-20.0,-25.0,-40.0,-15.0,-5.0,-20.0,,,-5.0,-20.0,,,-5.0,-20.0,,,5.0,-10.0,-25.0,-40.0,True,-15.0,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-5.0,-20.0,True,SC4242E0,-30.0,-30.0,True
53340.0,Sleep stage 1,Sleep stage W,45.0,-25.0,-70.0,65.0,20.0,65.0,-15.0,-60.0,-25.0,-70.0,-25.0,-70.0,-25.0,-70.0,-15.0,-60.0,,,-25.0,-70.0,65.0,20.0,False,65.0,65.0,20.0,False,65.0,20.0,False,5.0,-40.0,True,5.0,-40.0,True,5.0,-40.0,True,SC4242E0,20.0,20.0,False
53430.0,Sleep stage 1,Sleep stage W,5.0,5.0,0.0,-25.0,-30.0,15.0,5.0,0.0,5.0,0.0,5.0,0.0,45.0,40.0,5.0,0.0,-25.0,-30.0,5.0,0.0,-25.0,-30.0,True,15.0,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,SC4242E0,10.0,10.0,False
54000.0,Sleep stage 1,Sleep stage W,35.0,-5.0,-40.0,45.0,10.0,5.0,-5.0,-40.0,-5.0,-40.0,-5.0,-40.0,5.0,-30.0,-5.0,-40.0,-25.0,-60.0,-5.0,-40.0,45.0,10.0,False,5.0,45.0,10.0,False,45.0,10.0,False,45.0,10.0,False,45.0,10.0,False,-5.0,-40.0,True,SC4242E0,-30.0,-30.0,True
54180.0,Sleep stage 1,Sleep stage W,35.0,,,-25.0,-60.0,-25.0,45.0,10.0,,,,,5.0,-30.0,45.0,10.0,,,,,-25.0,-60.0,True,-25.0,-25.0,-60.0,True,-25.0,-60.0,True,-25.0,-60.0,True,-25.0,-60.0,True,25.0,-10.0,True,SC4242E0,-60.0,-60.0,True
56730.0,Sleep stage 2,Sleep stage W,5.0,-15.0,-20.0,-25.0,-30.0,-25.0,-25.0,-30.0,5.0,0.0,-15.0,-20.0,-5.0,-10.0,-25.0,-30.0,45.0,40.0,-15.0,-20.0,-25.0,-30.0,True,-25.0,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,-25.0,-30.0,True,SC4242E0,-30.0,-30.0,True
56910.0,Sleep stage 1,Sleep stage W,75.0,-15.0,-90.0,-25.0,-100.0,-25.0,-25.0,-100.0,55.0,-20.0,-15.0,-90.0,25.0,-50.0,-25.0,-100.0,,,5.0,-70.0,-25.0,-100.0,True,-25.0,-25.0,-100.0,True,-25.0,-100.0,True,-25.0,-100.0,True,-25.0,-100.0,True,-25.0,-100.0,True,SC4242E0,-100.0,-100.0,True
34650.0,Sleep stage 1,Sleep stage W,-25.0,-15.0,10.0,,,15.0,-5.0,20.0,45.0,70.0,25.0,50.0,35.0,60.0,-5.0,20.0,25.0,50.0,-5.0,20.0,,,,15.0,,,,,,,,,,,,,,,,SC4251E0,40.0,40.0,False
36240.0,Sleep stage 1,Sleep stage W,-25.0,-15.0,10.0,-25.0,0.0,-25.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,,,-15.0,10.0,-25.0,0.0,False,-25.0,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,SC4251E0,0.0,0.0,False
31050.0,Sleep stage 2,Sleep stage W,-25.0,-15.0,10.0,,,-5.0,-15.0,10.0,-15.0,10.0,-15.0,10.0,-5.0,20.0,-15.0,10.0,15.0,40.0,-15.0,10.0,,,,-5.0,,,,,,,,,,,,,,,,SC4252E0,20.0,20.0,False
31410.0,Sleep stage 1,Sleep stage W,-5.0,-5.0,0.0,,,,,,-25.0,-20.0,-5.0,0.0,5.0,10.0,,,-5.0,0.0,-5.0,0.0,,,,,,,,,,,,,,,,,,,,SC4252E0,,,
32430.0,Sleep stage 1,Sleep stage W,105.0,-25.0,-130.0,,,,105.0,0.0,-25.0,-130.0,-25.0,-130.0,-25.0,-130.0,25.0,-80.0,-25.0,-130.0,5.0,-100.0,,,,,,,,,,,,,,,,,,,,SC4252E0,,,
32970.0,Sleep stage 1,Sleep stage W,85.0,85.0,0.0,-25.0,-110.0,-25.0,-15.0,-100.0,45.0,-40.0,85.0,0.0,105.0,20.0,-15.0,-100.0,,,,,-25.0,-110.0,True,-25.0,-25.0,-110.0,True,-25.0,-110.0,True,-25.0,-110.0,True,-25.0,-110.0,True,-25.0,-110.0,True,SC4252E0,-110.0,-110.0,True
33810.0,Sleep stage 2,Sleep stage W,-5.0,-15.0,-10.0,,,,15.0,20.0,-15.0,-10.0,-15.0,-10.0,-15.0,-10.0,15.0,20.0,-15.0,-10.0,-15.0,-10.0,,,,,,,,,,,,,,,,,,,,SC4252E0,,,
34920.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,,,-25.0,5.0,10.0,-5.0,0.0,-5.0,0.0,5.0,10.0,5.0,10.0,5.0,10.0,-5.0,0.0,,,,-25.0,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,,,,SC4252E0,-20.0,-20.0,True
35070.0,Sleep stage 1,Sleep stage W,55.0,45.0,-10.0,-25.0,-80.0,-25.0,-25.0,-80.0,,,45.0,-10.0,45.0,-10.0,-25.0,-80.0,45.0,-10.0,55.0,0.0,-25.0,-80.0,True,-25.0,-25.0,-80.0,True,-25.0,-80.0,True,-25.0,-80.0,True,-25.0,-80.0,True,-25.0,-80.0,True,SC4252E0,-80.0,-80.0,True
35400.0,Sleep stage 1,Sleep stage W,-15.0,-15.0,0.0,95.0,110.0,95.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-25.0,-10.0,-15.0,0.0,95.0,110.0,False,95.0,95.0,110.0,False,95.0,110.0,False,95.0,110.0,False,95.0,110.0,False,95.0,110.0,False,SC4252E0,110.0,110.0,False
37110.0,Sleep stage 2,Sleep stage W,95.0,-15.0,-110.0,-5.0,-100.0,-5.0,-25.0,-120.0,25.0,-70.0,-25.0,-120.0,-25.0,-120.0,-25.0,-120.0,25.0,-70.0,-5.0,-100.0,-5.0,-100.0,True,-5.0,-5.0,-100.0,True,-5.0,-100.0,True,-5.0,-100.0,True,-5.0,-100.0,True,-5.0,-100.0,True,SC4252E0,-100.0,-100.0,True
37590.0,Sleep stage 2,Sleep stage W,-25.0,15.0,40.0,,,-5.0,35.0,60.0,15.0,40.0,15.0,40.0,5.0,30.0,35.0,60.0,-15.0,10.0,5.0,30.0,,,,-5.0,65.0,90.0,False,65.0,90.0,False,65.0,90.0,False,65.0,90.0,False,65.0,90.0,False,SC4252E0,20.0,20.0,False
38520.0,Sleep stage 3,Sleep stage W,-15.0,-15.0,0.0,,,,-15.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,,,,,,,,,,,,,,,,,,,,SC4252E0,,,
40920.0,Sleep stage 1,Sleep stage W,-25.0,15.0,40.0,65.0,90.0,,,,35.0,60.0,,,,,,,-15.0,10.0,25.0,50.0,65.0,90.0,False,,75.0,100.0,False,75.0,100.0,False,75.0,100.0,False,75.0,100.0,False,85.0,110.0,False,SC4252E0,,,
45870.0,Sleep stage 3,Sleep stage W,-5.0,-5.0,0.0,,,,-25.0,-20.0,-5.0,0.0,-5.0,0.0,15.0,20.0,-25.0,-20.0,-5.0,0.0,-5.0,0.0,,,,,,,,,,,,,,,,,,,,SC4252E0,,,
45960.0,Sleep stage 1,Sleep stage W,15.0,-5.0,-20.0,,,,,,-25.0,-40.0,5.0,-10.0,5.0,-10.0,,,-25.0,-40.0,,,,,,,,,,,,,,,,,,,,,,SC4252E0,,,
46050.0,Sleep stage 1,Sleep stage W,-15.0,-5.0,10.0,25.0,40.0,25.0,-5.0,10.0,-5.0,10.0,5.0,20.0,,,-5.0,10.0,,,-5.0,10.0,25.0,40.0,False,25.0,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,-25.0,-10.0,True,SC4252E0,40.0,40.0,False
49200.0,Sleep stage 3,Sleep stage W,35.0,5.0,-30.0,-25.0,-60.0,-25.0,-5.0,-40.0,5.0,-30.0,5.0,-30.0,5.0,-30.0,-5.0,-40.0,5.0,-30.0,-5.0,-40.0,-25.0,-60.0,True,-25.0,-25.0,-60.0,True,-25.0,-60.0,True,-25.0,-60.0,True,-25.0,-60.0,True,-25.0,-60.0,True,SC4252E0,-60.0,-60.0,True
50790.0,Sleep stage 2,Sleep stage W,-5.0,-15.0,-10.0,-5.0,0.0,-5.0,-15.0,-10.0,5.0,10.0,-15.0,-10.0,25.0,30.0,-15.0,-10.0,-25.0,-20.0,5.0,10.0,-5.0,0.0,False,-5.0,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,SC4252E0,0.0,0.0,False
53910.0,Sleep stage 1,Sleep stage W,-5.0,-5.0,0.0,,,5.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,35.0,40.0,-5.0,0.0,,,-5.0,0.0,,,,5.0,,,,,,,,,,,,,25.0,30.0,False,SC4252E0,10.0,10.0,False
56430.0,Sleep stage 1,Sleep stage W,65.0,-5.0,-70.0,,,,65.0,0.0,-25.0,-90.0,-5.0,-70.0,-25.0,-90.0,65.0,0.0,-15.0,-80.0,15.0,-50.0,,,,,,,,,,,,,,,,,,,,SC4252E0,,,
57030.0,Sleep stage 2,Sleep stage W,-25.0,-25.0,0.0,25.0,50.0,15.0,-15.0,10.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-15.0,10.0,-5.0,20.0,-15.0,10.0,25.0,50.0,False,15.0,25.0,50.0,False,25.0,50.0,False,25.0,50.0,False,25.0,50.0,False,15.0,40.0,False,SC4252E0,40.0,40.0,False
14400.0,Sleep stage 1,Sleep stage W,15.0,65.0,50.0,,,35.0,75.0,60.0,35.0,20.0,65.0,50.0,,,75.0,60.0,55.0,40.0,45.0,30.0,,,,35.0,,,,,,,,,,,,,35.0,20.0,False,SC4261F0,20.0,20.0,False
27150.0,Sleep stage 1,Sleep stage W,95.0,-5.0,-100.0,,,,5.0,-90.0,15.0,-80.0,5.0,-90.0,5.0,-90.0,5.0,-90.0,85.0,-10.0,-25.0,-120.0,,,,,,,,,,,,,,,,,,,,SC4261F0,,,
27990.0,Sleep stage 1,Sleep stage W,-5.0,-15.0,-10.0,105.0,110.0,105.0,-5.0,0.0,-15.0,-10.0,-15.0,-10.0,-15.0,-10.0,-5.0,0.0,,,55.0,60.0,105.0,110.0,False,105.0,105.0,110.0,False,105.0,110.0,False,105.0,110.0,False,105.0,110.0,False,95.0,100.0,False,SC4261F0,110.0,110.0,False
30630.0,Sleep stage 2,Sleep stage W,-15.0,-25.0,-10.0,5.0,20.0,-5.0,-5.0,10.0,-25.0,-10.0,-5.0,10.0,45.0,60.0,-5.0,10.0,-25.0,-10.0,25.0,40.0,5.0,20.0,False,-5.0,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,SC4261F0,10.0,10.0,False
30840.0,Sleep stage 1,Sleep stage W,75.0,15.0,-60.0,-15.0,-90.0,-15.0,-15.0,-90.0,15.0,-60.0,15.0,-60.0,15.0,-60.0,-15.0,-90.0,-25.0,-100.0,15.0,-60.0,-15.0,-90.0,True,-15.0,-15.0,-90.0,True,-15.0,-90.0,True,-15.0,-90.0,True,-15.0,-90.0,True,-15.0,-90.0,True,SC4261F0,-90.0,-90.0,True
30960.0,Sleep stage 1,Sleep stage W,5.0,25.0,20.0,,,,35.0,30.0,15.0,10.0,25.0,20.0,65.0,60.0,35.0,30.0,,,25.0,20.0,,,,,,,,,,,,,,,,,,,,SC4261F0,,,
31470.0,Sleep stage 1,Sleep stage W,-5.0,25.0,30.0,-25.0,-20.0,-25.0,-25.0,-20.0,,,,,,,-25.0,-20.0,,,45.0,50.0,-25.0,-20.0,True,-25.0,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,SC4261F0,-20.0,-20.0,True
35760.0,Sleep stage 3,Sleep stage W,25.0,35.0,10.0,5.0,-20.0,-15.0,5.0,-20.0,35.0,10.0,35.0,10.0,35.0,10.0,5.0,-20.0,55.0,30.0,25.0,0.0,5.0,-20.0,True,-15.0,5.0,-20.0,True,5.0,-20.0,True,5.0,-20.0,True,5.0,-20.0,True,-5.0,-30.0,True,SC4261F0,-40.0,-40.0,True
36090.0,Sleep stage 1,Sleep stage W,-5.0,5.0,10.0,-15.0,-10.0,-25.0,5.0,10.0,15.0,20.0,5.0,10.0,15.0,20.0,5.0,10.0,65.0,70.0,35.0,40.0,-15.0,-10.0,True,-25.0,-15.0,-10.0,True,-15.0,-10.0,True,-15.0,-10.0,True,-15.0,-10.0,True,-15.0,-10.0,True,SC4261F0,-20.0,-20.0,True
37650.0,Sleep stage 2,Sleep stage W,25.0,25.0,0.0,-5.0,-30.0,-5.0,-5.0,-30.0,35.0,10.0,25.0,0.0,25.0,0.0,-5.0,-30.0,35.0,10.0,25.0,0.0,-5.0,-30.0,True,-5.0,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,SC4261F0,-30.0,-30.0,True
37710.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,,,,,,-25.0,0.0,-25.0,0.0,-25.0,0.0,,,-25.0,0.0,-25.0,0.0,,,,,,,,,,,,,,,,,,,,SC4261F0,,,
38010.0,Sleep stage 1,Sleep stage W,-5.0,-25.0,-20.0,35.0,40.0,-25.0,-25.0,-20.0,-5.0,0.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-5.0,0.0,35.0,40.0,False,-25.0,35.0,40.0,False,35.0,40.0,False,35.0,40.0,False,35.0,40.0,False,-25.0,-20.0,True,SC4261F0,-20.0,-20.0,True
38520.0,Sleep stage 1,Sleep stage W,25.0,25.0,0.0,-5.0,-30.0,-5.0,-5.0,-30.0,,,25.0,0.0,75.0,50.0,-5.0,-30.0,-25.0,-50.0,25.0,0.0,-5.0,-30.0,True,-5.0,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,SC4261F0,-30.0,-30.0,True
40200.0,Sleep stage 2,Sleep stage W,-15.0,-5.0,10.0,-25.0,-10.0,-25.0,-5.0,10.0,-5.0,10.0,-5.0,10.0,,,-5.0,10.0,,,-5.0,10.0,-25.0,-10.0,True,-25.0,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,SC4261F0,-10.0,-10.0,True
42900.0,Sleep stage 3,Sleep stage W,-15.0,5.0,20.0,25.0,40.0,25.0,5.0,20.0,65.0,80.0,-15.0,0.0,-15.0,0.0,5.0,20.0,-15.0,0.0,5.0,20.0,25.0,40.0,False,25.0,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,SC4261F0,40.0,40.0,False
48270.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,5.0,10.0,-5.0,5.0,10.0,35.0,40.0,-5.0,0.0,35.0,40.0,5.0,10.0,,,25.0,30.0,5.0,10.0,False,-5.0,5.0,10.0,False,5.0,10.0,False,5.0,10.0,False,5.0,10.0,False,5.0,10.0,False,SC4261F0,0.0,0.0,False
48390.0,Sleep stage 1,Sleep stage W,-5.0,,,,,,,,,,,,,,,,-25.0,-20.0,,,,,,,,,,,,,,,,,,,,,,SC4261F0,,,
49020.0,Sleep stage 2,Sleep stage W,-25.0,-5.0,20.0,,,,5.0,30.0,-5.0,20.0,-5.0,20.0,15.0,40.0,5.0,30.0,-25.0,0.0,15.0,40.0,,,,,,,,,,,,,,,,,,,,SC4261F0,,,
49200.0,Sleep stage 2,Sleep stage W,5.0,-15.0,-20.0,15.0,10.0,15.0,-15.0,-20.0,-15.0,-20.0,-15.0,-20.0,-15.0,-20.0,-15.0,-20.0,-15.0,-20.0,5.0,0.0,15.0,10.0,False,15.0,15.0,10.0,False,15.0,10.0,False,15.0,10.0,False,15.0,10.0,False,15.0,10.0,False,SC4261F0,10.0,10.0,False
49290.0,Sleep stage 1,Sleep stage W,65.0,,,,,,-25.0,-90.0,,,,,,,-25.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,SC4261F0,,,
54060.0,Sleep stage 2,Sleep stage W,-25.0,,,-15.0,10.0,-15.0,,,-25.0,0.0,,,25.0,50.0,,,,,-25.0,0.0,-15.0,10.0,False,-15.0,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,SC4261F0,10.0,10.0,False
54300.0,Sleep stage 1,Sleep stage W,-25.0,,,-5.0,20.0,-25.0,25.0,50.0,,,,,,,25.0,50.0,,,,,-5.0,20.0,False,-25.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4261F0,0.0,0.0,False
55710.0,Sleep stage 2,Sleep stage W,5.0,-25.0,-30.0,-5.0,-10.0,5.0,5.0,0.0,45.0,40.0,-25.0,-30.0,45.0,40.0,5.0,0.0,-25.0,-30.0,25.0,20.0,-5.0,-10.0,True,5.0,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,SC4261F0,0.0,0.0,False
55830.0,Sleep stage 1,Sleep stage W,-5.0,65.0,70.0,,,,-5.0,0.0,,,65.0,70.0,,,-5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,SC4261F0,,,
56610.0,Sleep stage 1,Sleep stage W,85.0,25.0,-60.0,-25.0,-110.0,-25.0,,,25.0,-60.0,25.0,-60.0,25.0,-60.0,,,25.0,-60.0,5.0,-80.0,-25.0,-110.0,True,-25.0,-25.0,-110.0,True,-25.0,-110.0,True,-25.0,-110.0,True,-25.0,-110.0,True,-15.0,-100.0,True,SC4261F0,-110.0,-110.0,True
58260.0,Sleep stage 1,Sleep stage W,-25.0,25.0,50.0,15.0,40.0,5.0,,,25.0,50.0,25.0,50.0,25.0,50.0,,,25.0,50.0,-5.0,20.0,15.0,40.0,False,5.0,15.0,40.0,False,15.0,40.0,False,15.0,40.0,False,15.0,40.0,False,15.0,40.0,False,SC4261F0,30.0,30.0,False
58560.0,Sleep stage 1,Sleep stage W,-25.0,15.0,40.0,-25.0,0.0,-15.0,,,,,15.0,40.0,15.0,40.0,,,15.0,40.0,75.0,100.0,-25.0,0.0,False,-15.0,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,SC4261F0,10.0,10.0,False
31770.0,Sleep stage 2,Sleep stage W,-5.0,-15.0,-10.0,-25.0,-20.0,-25.0,-15.0,-10.0,5.0,10.0,-15.0,-10.0,-5.0,0.0,-15.0,-10.0,15.0,20.0,-15.0,-10.0,-25.0,-20.0,True,-25.0,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,SC4262F0,-20.0,-20.0,True
33960.0,Sleep stage 3,Sleep stage W,-5.0,5.0,10.0,,,,15.0,20.0,25.0,30.0,5.0,10.0,5.0,10.0,15.0,20.0,25.0,30.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,SC4262F0,,,
35520.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,-25.0,-20.0,-25.0,-5.0,0.0,15.0,20.0,-5.0,0.0,15.0,20.0,-5.0,0.0,5.0,10.0,-5.0,0.0,-25.0,-20.0,True,-25.0,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,SC4262F0,-20.0,-20.0,True
38190.0,Sleep stage 3,Sleep stage W,-5.0,-5.0,0.0,-15.0,-10.0,-25.0,-5.0,0.0,-5.0,0.0,-5.0,0.0,5.0,10.0,-5.0,0.0,25.0,30.0,5.0,10.0,-15.0,-10.0,True,-25.0,-15.0,-10.0,True,-15.0,-10.0,True,-15.0,-10.0,True,-15.0,-10.0,True,-15.0,-10.0,True,SC4262F0,-20.0,-20.0,True
38430.0,Sleep stage 2,Sleep stage W,5.0,35.0,30.0,5.0,0.0,5.0,5.0,0.0,45.0,40.0,35.0,30.0,35.0,30.0,5.0,0.0,105.0,100.0,25.0,20.0,5.0,0.0,False,5.0,5.0,0.0,False,5.0,0.0,False,5.0,0.0,False,5.0,0.0,False,5.0,0.0,False,SC4262F0,0.0,0.0,False
40890.0,Sleep stage 2,Sleep stage W,-15.0,-5.0,10.0,45.0,60.0,45.0,-15.0,0.0,-5.0,10.0,-5.0,10.0,35.0,50.0,-15.0,0.0,-25.0,-10.0,25.0,40.0,45.0,60.0,False,45.0,45.0,60.0,False,45.0,60.0,False,45.0,60.0,False,45.0,60.0,False,-15.0,0.0,False,SC4262F0,60.0,60.0,False
42960.0,Sleep stage 2,Sleep stage W,25.0,-5.0,-30.0,,,,5.0,-20.0,25.0,0.0,-5.0,-30.0,15.0,-10.0,5.0,-20.0,15.0,-10.0,5.0,-20.0,,,,,,,,,,,,,,,,,,,,SC4262F0,,,
50580.0,Sleep stage 2,Sleep stage W,-25.0,35.0,60.0,-15.0,10.0,-15.0,-15.0,10.0,,,,,,,-15.0,10.0,35.0,60.0,,,-15.0,10.0,False,-15.0,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,SC4262F0,10.0,10.0,False
52830.0,Sleep stage 2,Sleep stage W,15.0,25.0,10.0,-15.0,-30.0,-25.0,-15.0,-30.0,55.0,40.0,15.0,0.0,25.0,10.0,-15.0,-30.0,35.0,20.0,-25.0,-40.0,-15.0,-30.0,True,-25.0,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,SC4262F0,-40.0,-40.0,True
52950.0,Sleep stage 1,Sleep stage W,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC4262F0,,,
56070.0,Sleep stage 1,Sleep stage W,-15.0,55.0,70.0,,,,,,15.0,30.0,55.0,70.0,15.0,30.0,,,,,65.0,80.0,,,,,,,,,,,,,,,,,,,,SC4262F0,,,
56220.0,Sleep stage 1,Sleep stage W,-25.0,-5.0,20.0,,,-25.0,,,,,-5.0,20.0,5.0,30.0,,,35.0,60.0,,,,,,-25.0,,,,,,,,,,,,,,,,SC4262F0,0.0,0.0,False
